#;CAMINHO NO XML;CAMPO;"REGRAS DE NEG‡CIO PARA A NOTA FISCAL DE SERVIÄO ELETR‚NICA DO 
SISTEMA NACIONAL NFS-e";;;;;;"N÷VEL
DA REGRA";"EMISSORES PÈBLICOS NACIONAIS NFS-e
(SEFIN, WEB, APP)";;ADN NFS-e;;OBSERVAÄÂES DE NEG‡CIO;;;
238;;;CNPJ do tomador Ç igual ao CNPJ do prestador. Para efeitos desta regra comparar o CNPJ completo.;;Obrig.;Rej.;E0202;Na emiss∆o da NFS-e n∆o Ç permitido que o prestador do serviáo seja igual ao tomador do serviáo. ;2;V;X;X;X;-;;;
239;;;Se a DPS indicar retená∆o pelo tomador (tpRetISSQN = 2), ent∆o o tomador deve ser identificado por CNPJ ou CPF.;;Obrig.;Rej.;E0204;"CNPJ ou CPF do tomador n∆o foi informado, mas existe uma indicaá∆o para retená∆o do ISSQN na DPS no campo de tipo de ""Retená∆o do ISSQN"".";2;V;X;V;X;-;;;
240;NFSe/infNFSe/DPS/infDPS/toma/;CPF;;;;;;;;;;;;;;;
241;;;CPF informado na DPS Ç inv†lido (verificar DV).;;Obrig.;Rej.;E0206;CPF do tomador informado na DPS Ç inv†lido.;1;V;V;V;V;-;;;
242;;;CPF do tomador inexistente no cadastro CPF na data de competància informada na DPS.;;Obrig.;Rej.;E0207;CPF do tomador n∆o encontrado no cadastro CPF.;2;V;V;X;X;-;;;
243;;;"Para este CPF, se o emitente for o tomador de serviáo (tpEmit = 2), na data de competància informada na DPS o munic°pio emissor deve corresponder ao munic°pio do endereáo registrado no cadastro nacional complementar NFS-e. (cLocEmi + CPF + IM informados na DPS para o prestador devem existir no CNC NFS-e);";;Obrig.;Rej.;E0212;CPF do emitente tomador n∆o possui estabelecimento ou domic°lio em um munic°pio correspondente ao munic°pio emissor, na data de competància informada na DPS, conforme cadastros CPF e CNC NFS-e.;2;V;X;X;X;-;;;
244;NFSe/infNFSe/DPS/infDPS/toma/;NIF;Se o campo tpEmit for °gual a 2, ent∆o NIF do tomador n∆o pode ser informado.;;Obrig.;Rej.;E0222;O tomador de serviáo, quando emitente da DPS, n∆o pode ser identificado pelo NIF.;2;V;X;X;X;-;;;
245;;;Se o grupo de informaá‰es de endereáo no exterior do tomador de serviáos foi informado ent∆o o NIF ou cNaoNIF do tomador deve ser informado.;;Obrig.;Rej.;E0223;O NIF ou cNaoNIF do tomador deve ser informado quando o grupo de informaá‰es de endereáo no exterior do tomador de serviáos foi informado.;2;V;X;V;X;-;;;
246;NFSe/infNFSe/DPS/infDPS/toma/;cNaoNIF;;;;Rej.;;;;;;;;;;;
247;;;Se o campo tpEmit for °gual a 2, ent∆o cNaoNIF do tomador n∆o pode ser informado.;;Obrig.;Rej.;E0224;O tomador de serviáo, quando emitente da DPS, somente pode ser identificado pelo CNPJ ou CPF.;2;V;X;X;X;-;;;
248;;;Se o valor do campo cNaoNIF do tomador, informado na DPS, for 0, ent∆o a DPS deve ser rejeitada.;;Obrig.;Rej.;E0226;Valor 0 para o motivo da n∆o informaá∆o do NIF do tomador n∆o Ç permitido na Sefin do Sistema Nacional NFS-e.;2;V;X;X;X;-;;;
249;NFSe/infNFSe/DPS/infDPS/toma/;CAEPF;-;;-;-;-;-;-;-;-;-;;-;;;
250;NFSe/infNFSe/DPS/infDPS/toma/;IM;"Se o emitente for o prestador de serviáo (tpEmit = 2) e, se houver registro complementar do contribuinte no CNC do munic°pio correspondente ao munic°pio emissor da DPS, ent∆o a IM deve ser informada na DPS.

Utilizar o identificador federal (CNPJ ou CPF) do tomador de serviáo e o codigo do munic°pio emissor (cLocEmi), ambos informados na DPS, para identificar as ocorràncias no CNC NFS-e. Se houver pelo menos uma ocorrància ent∆o o emitente da DPS deve informar o IM correspondente registrado no CNC NFS-e, que identifique unicamente o registro complementar.

Exceto quando o emitente da DPS for MEI na data de competància da emiss∆o da NFS-e.";;Obrig.;Rej.;E0228;A IM deve ser informada para o emitente tomador do serviáo na DPS, conforme informaá‰es complementares registradas no CNC NFS-e do munic°pio emissor informado na DPS.;2;V;X;X;X;-;;;
251;;;"Verificar se o IM informado na DPS est† autorizado a emitir NFS-e na data de processamento desta DPS, se o emitente for o tomador de serviáo (tpEmit = 2) e, se houver registro complementar do contribuinte no CNC do munic°pio correspondente ao munic°pio emissor da DPS, ent∆o a IM deve ser informada na DPS.

Utilizar o identificador federal (CNPJ ou CPF) do tomador de serviáo, o codigo do munic°pio emissor (cLocEmi) e o IM,  informados na DPS, para identificar o registro complementar no CNC NFS-e.

Exceto quando o emitente da DPS for MEI na data de competància da emiss∆o da NFS-e.";;Obrig.;Rej.;E0231;IM do emitente tomador n∆o est† autorizado a emitir NFS-e, conforme informaá‰es complementares registradas no CNC NFS-e do munic°pio emissor informado na DPS.;2;V;X;X;X;-;;;
252;;;"Se o emitente for o tomador de serviáo (tpEmit = 2) e, se n∆o houver registro complementar do contribuinte no CNC do munic°pio correspondente ao munic°pio emissor da DPS, ent∆o o IM n∆o deve ser informado na DPS.

Utilizar o identificador federal (CNPJ ou CPF) do tomador de serviáo, o codigo do munic°pio emissor (cLocEmi) e o IM,  informados na DPS, para identificar o registro complementar no CNC NFS-e.";;Obrig.;Rej.;E0232;IM do tomador n∆o deve ser informado, pois n∆o existem informaá‰es complementares registradas no CNC NFS-e do munic°pio emissor informado na DPS.;2;V;X;X;X;-;;;
253;;;"Utilizar o identificador federal (CNPJ ou CPF) do prestador de serviáo, o codigo do munic°pio emissor (cLocEmi) e o IM,  informados na DPS, para identificar o registro complementar no CNC NFS-e.

Para o emitente tomador de serviáo (tpEmit = 2), verificar se o IM informado nesta DPS est† Inativo (cStat) no CNC do munic°pio emissor na data de competància informada.
 
Se todos os registros complementares estiverem inativos, utilizar as informaá‰es dos cadastros RFB (CNPJ ou CPF), conforme identificador federal utilizado para identificar o emitente da DPS.";;Obrig.;Rej.;E0229;O IM informado est† inativo no CNC NFS-e do munic°pio emissor para a data de competància informada na DPS. ;2;V;X;X;X;-;;;
254;NFSe/infNFSe/DPS/infDPS/toma/;xNome;Se NIF for preenchido ent∆o o campo xNome deve ser preenchido obrigatoriamente.;;Obrig.;Rej.;E0233;O nome tomador deve ser preenchido obrigatoriamente quando o NIF do tomador for preenchido.;1;V;X;V;X;-;;;
255;NFSe/infNFSe/DPS/infDPS/toma/;end;"Quando o emitente da DPS informar um subitem da lista de serviáo cuja incidància do ISSQN ocorra no local do estabelecimento/endereáo do tomador, conforme planilha MUN.INCID_INFO.SERV. 
ou cIndOp for igual a 030102, 050102, 100101, 100301, 100501, 030103, 050103, 100102, 100201, 100302, 100401, 100502 ou 100601
 o endereáo do tomador deve ser obrigatoriamente informado. ";;Obrig.;Rej.;E0234;O endereáo do tomador Ç obrigat¢rio para o indicador de operaá∆o informado ou quando a incidància do ISSQN definida para o serviáo prestado ocorrer no local do estabelecimento/domic°lio do tomador.;2;V;V;V;V;-;;;
256;NFSe/infNFSe/DPS/infDPS/toma/end/;endNac;Se o tpEmit Ç igual a 1 e o tomador foi identificado pelo CNPJ, ent∆o o grupo de informaá‰es de endereáo nacional do tomador do serviáo deve ser informado obrigatoriamente.;;Obrig.;Rej.;E0235;O endereáo nacional do tomador do serviáo deve ser informado na DPS quando o tomador for identificado pelo CNPJ.;1;X;X;V;X;-;;;
257;;;Se o emitente da DPS Ç o tomador do serviáo (tpEmit = 2), ent∆o o grupo de informaá‰es do endereáo nacional do tomador n∆o deve ser informado na DPS.;;Obrig.;Rej.;E0236;O endereáo nacional do tomador do serviáo n∆o deve ser informado na DPS quando o pr¢prio tomador do serviáo for o emitente da DPS.;1;V;X;V;X;-;;;
258;;;Se o valor do ISSQN deve ser retido pelo tomador do serviáo (tpRetISSQN = 2), ent∆o o grupo de informaá‰es do endereáo nacional deve ser informado na DPS obrigatoriamente, exceto se o emitente da DPS Ç o tomador do serviáo (tpEmit = 2).;;Obrig.;Rej.;E0237;O endereáo nacional do tomador do serviáo deve ser informado na DPS quando o valor do ISSQN for retido pelo tomador, exceto se o emitente da DPS Ç o pr¢prio tomador do serviáo.;1;V;X;V;X;-;;;
259;NFSe/infNFSe/DPS/infDPS/toma/end/endNac/;cMun;O c¢digo do munic°pio informado para o endereáo do tomador do serviáo n∆o existe, conforme tabela de munic°pios do IBGE.;;Obrig.;Rej.;E0238;O c¢digo do munic°pio informado na DPS para o endereáo do tomador do serviáo n∆o existe conforme tabela de munic°pio do IBGE.;1;V;V;V;V;-;;;
260;NFSe/infNFSe/DPS/infDPS/toma/end/endNac/;CEP;O CEP informado deve existir e pertencer ao munic°pio correspondente ao c¢digo do munic°pio informado para o endereáo do tomador do serviáo.;;Obrig.;Rej.;E0240;O CEP informado para o endereáo nacional do tomador do serviáo n∆o existe ou n∆o pertence ao munic°pio do endereáo do tomador.;1;V;X;V;X;-;;;
261;NFSe/infNFSe/DPS/infDPS/toma/end/;endExt;Se o NIF do tomador de serviáo foi informado e o emitente da DPS for identificado por CNPJ, ent∆o o grupo de informaá‰es de endereáo no exterior do tomador do serviáo deve ser informado obrigatoriamente.;;Obrig.;Rej.;E0242;O grupo de informaá‰es de endereáo no exterior deve ser informado obrigatoriamente quando o tomador for identificado pelo NIF e o emitente por CNPJ.;1;V;X;V;X;-;;;
262;NFSe/infNFSe/DPS/infDPS/toma/end/endExt/;cPais;O c¢digo de pa°s informado para o endereáo no exterior do tomador do serviáo deve existir e ser diferente de Brasil (BR), conforme a tabela ISO2.;;Obrig.;Rej.;E0246;O c¢digo de pa°s informado para o endereáo no exterior do tomador do serviáo n∆o existe ou Ç igual ao c¢digo do Brasil. Informe um c¢digo de pa°s existente e diferente do codigo do Brasil (BR) para o endereáo no exterior do tomador do serviáo, conforme tabela de pa°s do ANEXO_A-MUNICIPIO_IBGE-PAISES_ISO2-SNNFSe-ESPEC.;1;V;V;V;V;-;;;
263;NFSe/infNFSe/DPS/infDPS/toma/end/endExt/;cEndPost;-;;-;-;-;-;-;-;-;-;-;-;;;
264;NFSe/infNFSe/DPS/infDPS/toma/end/endExt/;xCidade;-;;-;-;-;-;-;-;-;-;-;-;;;
265;NFSe/infNFSe/DPS/infDPS/toma/end/endExt/;xEstProvReg;-;;-;-;-;-;-;-;-;-;-;-;;;
266;NFSe/infNFSe/DPS/infDPS/toma/end/;xLgr;-;;-;-;-;-;-;-;-;-;-;-;;;
267;NFSe/infNFSe/DPS/infDPS/toma/end/;nro;-;;-;-;-;-;-;-;-;-;-;-;;;
268;NFSe/infNFSe/DPS/infDPS/toma/end/;xCpl;-;;-;-;-;-;-;-;-;-;-;-;;;
269;NFSe/infNFSe/DPS/infDPS/toma/end/;xBairro;-;;-;-;-;-;-;-;-;-;-;-;;;
270;NFSe/infNFSe/DPS/infDPS/toma/;fone;-;;-;-;-;-;-;-;-;-;-;-;;;
271;NFSe/infNFSe/DPS/infDPS/toma/;email;Email deve ser informado conforme estrutura (conter @, ponto etc.).;;Obrig.;Rej.;E0247;Email inv†lido.;2;V;X;V;X;-;;;
272;NFSe/infNFSe/DPS/infDPS/;interm;-;;-;-;;-;-;-;-;-;-;-;;;
273;NFSe/infNFSe/DPS/infDPS/interm/;CNPJ;CNPJ informado na DPS Ç inv†lido (verificar DV).;;Obrig.;Rej.;E0248;CNPJ do intermedi†rio informado na DPS Ç inv†lido.;1;V;V;V;V;-;;;
274;;;CNPJ do intermedi†rio n∆o existe no cadastro CNPJ na data de competància informada na DPS.;;Obrig.;Rej.;E0250;CNPJ do intermedi†rio n∆o encontrado no cadastro CNPJ.;2;V;V;X;X;-;;;
275;;;"Para este CNPJ, se o emitente for o intermedi†rio do serviáo (tpEmit = 3), na data de competància informada na DPS o munic°pio emissor deve corresponder:
1) ao munic°pio do endereáo registrado no cadastro CNPJ ou;
2) ao munic°pio do endereáo registrado no cadastro nacional complementar NFS-e. (cLocEmi + CNPJ + IM informados na DPS para o prestador devem existir no CNC NFS-e);";;Obrig.;Rej.;E0254;CNPJ do emitente intermedi†rio n∆o possui estabelecimento ou domic°lio em um munic°pio correspondente ao munic°pio emissor, na data de competància informada na DPS, conforme cadastros CNPJ e CNC NFS-e.;2;V;X;X;X;-;;;
276;;;CNPJ do intermedi†rio Ç igual ao CNPJ do prestador. Para efeitos desta regra comparar a ra°z dos CNPJ (8 primeiros d°gitos).;;Obrig.;Rej.;E0262;Na emiss∆o da NFS-e n∆o Ç permitido que o prestador do serviáo seja igual ao intermedi†rio do serviáo. ;2;V;X;X;X;-;;;
277;;;Se a DPS indicar retená∆o pelo intermedi†rio (tpRetISSQN = 3), ent∆o o intermedi†rio deve ser identificado por CNPJ ou CPF.;;Obrig.;Rej.;E0264;"CNPJ ou CPF do intermedi†rio n∆o foi informado, mas existe uma indicaá∆o para retená∆o do ISSQN na DPS no campo de tipo de ""Retená∆o do ISSQN"".";2;V;X;X;X;-;;;
278;NFSe/infNFSe/DPS/infDPS/interm/;CPF;;;;;;;;V;X;X;X;-;;;
279;;;CPF informado na DPS Ç inv†lido (verificar DV).;;Obrig.;Rej.;E0266;CPF do intermedi†rio informado na DPS Ç inv†lido.;1;V;V;V;V;-;;;
280;;;CPF intermedi†rio inexistente no cadastro CPF na data de competància informada na DPS.;;Obrig.;Rej.;E0268;CPF do intermedi†rio n∆o encontrado no cadastro CPF.;2;V;V;X;X;-;;;
281;;;"Para este CPF, se o emitente for o intermedi†rio do serviáo (tpEmit = 3), na data de competància informada na DPS o munic°pio emissor (cLocEmi) deve corresponder ao munic°pio do endereáo registrado no cadastro nacional complementar NFS-e. (cLocEmi + CPF + IM informados na DPS para o prestador devem existir no CNC NFS-e);";;Obrig.;Rej.;E0272;CPF do emitente intermedi†rio n∆o possui estabelecimento ou domic°lio em um munic°pio correspondente ao munic°pio emissor, na data de competància informada na DPS, conforme cadastros CPF e CNC NFS-e.;2;V;X;X;X;-;;;
282;NFSe/infNFSe/DPS/infDPS/interm/;NIF; Se o campo tpEmit for °gual a 3, ent∆o NIF do intermedi†rio n∆o pode ser informado.;;Obrig.;Rej.;E0280;O intermedi†rio de serviáo, quando emitente da DPS, n∆o pode ser identificado pelo NIF.;2;V;X;X;X;-;;;
283;;;Se o grupo de informaá‰es de endereáo no exterior do intermedi†rio de serviáos foi informado ent∆o o NIF ou cNaoNIF do intermedi†rio deve ser informado.;;Obrig.;Rej.;E0281;O NIF ou cNaoNIF do intermedi†rio deve ser informado quando o grupo de informaá‰es de endereáo no exterior do intermedi†rio de serviáos foi informado.;2;V;X;V;X;-;;;
284;NFSe/infNFSe/DPS/infDPS/interm/;cNaoNIF;;;;Rej.;;;;;;;;;;;
285;;;Se o campo tpEmit for °gual a 3, ent∆o cNaoNIF do intermedi†rio n∆o pode ser informado.;;Obrig.;Rej.;E0284;O intermedi†rio de serviáo, quando emitente da DPS, somente pode ser identificado pelo CNPJ ou CPF.;2;V;X;X;X;-;;;
286;;;Se o valor do campo cNaoNIF do intermedi†rio, informado na DPS, for 0, ent∆o a DPS deve ser rejeitada.;;Obrig.;Rej.;E0286;Valor 0 para o motivo da n∆o informaá∆o do NIF do intermedi†rio n∆o Ç permitido na Sefin do Sistema Nacional NFS-e.;2;V;X;X;X;-;;;
287;NFSe/infNFSe/DPS/infDPS/interm/;CAEPF;-;;-;-;-;-;-;-;-;-;-;-;;;
288;NFSe/infNFSe/DPS/infDPS/interm/;IM;"Se o emitente for o prestador de serviáo (tpEmit = 3) e, se houver registro complementar do contribuinte no CNC do munic°pio correspondente ao munic°pio emissor da DPS, ent∆o a IM deve ser informada na DPS.

Utilizar o identificador federal (CNPJ ou CPF) do prestador de serviáo e o codigo do munic°pio emissor (cLocEmi), ambos informados na DPS, para identificar as ocorràncias no CNC NFS-e. Se houver pelo menos uma ocorrància ent∆o o emitente da DPS deve informar o IM correspondente registrado no CNC NFS-e, que identifique unicamente o registro complementar.

Exceto quando o emitente da DPS for MEI na data de competància da emiss∆o da NFS-e.";;Obrig.;Rej.;E0287;A IM n∆o foi informada para o emitente intermedi†rio do serviáo na DPS.;2;V;X;X;X;-;;;
289;;;"Verificar se o IM informado na DPS est† autorizado a emitir NFS-e na data de processamento desta DPS, se o emitente for o intermedi†rio de serviáo (tpEmit = 3) e, se houver registro complementar do contribuinte no CNC do munic°pio correspondente ao munic°pio emissor da DPS, ent∆o a IM deve ser informada na DPS.

Utilizar o identificador federal (CNPJ ou CPF) do intermedi†rio de serviáo, o codigo do munic°pio emissor (cLocEmi) e o IM,  informados na DPS, para identificar o registro complementar no CNC NFS-e.

Exceto quando o emitente da DPS for MEI na data de competància da emiss∆o da NFS-e.";;Obrig.;Rej.;E0289;IM do emitente intermedi†rio n∆o est† autorizado a emitir NFS-e, conforme informaá‰es complementares registradas no CNC NFS-e do munic°pio emissor informado na DPS.;2;V;X;X;X;-;;;
290;;;"Se o emitente for o intermedi†rio de serviáo (tpEmit = 3) e, se n∆o houver registro complementar do contribuinte no CNC do munic°pio correspondente ao munic°pio emissor da DPS, ent∆o o IM n∆o deve ser informado na DPS.

Utilizar o identificador federal (CNPJ ou CPF) do intermedi†rio de serviáo, o codigo do munic°pio emissor (cLocEmi) e o IM,  informados na DPS, para identificar o registro complementar no CNC NFS-e.";;Obrig.;Rej.;E0290;IM do intermedi†rio n∆o deve ser informado, pois n∆o existem informaá‰es complementares registradas no CNC NFS-e do munic°pio emissor informado na DPS.;2;V;X;X;X;-;;;
291;;;"Utilizar o identificador federal (CNPJ ou CPF) do prestador de serviáo, o codigo do munic°pio emissor (cLocEmi) e o IM,  informados na DPS, para identificar o registro complementar no CNC NFS-e.

Para o emitente intermedi†rio de serviáo (tpEmit = 3), verificar se o IM informado nesta DPS est† Inativo (cStat) no CNC do munic°pio emissor na data de competància informada.
 
Se todos os registros complementares estiverem inativos, utilizar as informaá‰es dos cadastros RFB (CNPJ ou CPF), conforme identificador federal utilizado para identificar o emitente da DPS.";;Obrig.;Rej.;E0288;O IM informado est† inativo no CNC NFS-e do munic°pio emissor para a data de competància informada na DPS. ;2;V;X;X;X;-;;;
292;NFSe/infNFSe/DPS/infDPS/interm/;xNome;Se NIF for preenchido ent∆o o campo xNome deve ser preenchido obrigatoriamente.;;Obrig.;Rej.;E0292;O nome intermedi†rio deve ser preenchido obrigatoriamente quando o NIF do intermedi†rio for preenchido.;1;V;-;V;-;-;;;
293;NFSe/infNFSe/DPS/infDPS/interm/;end;-;;-;-;-;-;-;-;-;-;-;-;;;
294;NFSe/infNFSe/DPS/infDPS/interm/end/;endNac;Se o tpEmit Ç igual a 1 e o intermedi†rio foi identificado pelo CNPJ, ent∆o o grupo de informaá‰es de endereáo nacional do intermedi†rio do serviáo deve ser informado obrigatoriamente.;;Obrig.;Rej.;E1388;O endereáo nacional do intermedi†rio do serviáo deve ser informado na DPS quando o intermedi†rio for identificado pelo CNPJ.;1;X;X;V;X;-;;;
